# Version 1.00
#
freq[Hz];re:Trc1_S11[U];im:Trc1_S11[U];
1.214500000000000E+009;-1.088818684220314E-001;-5.868273321539164E-003;
1.223000000000000E+009;-1.140636801719666E-001;8.369162096641958E-004;
1.231500000000000E+009;-1.044822111725807E-001;1.635268330574036E-002;
1.240000000000000E+009;-7.047899812459946E-002;1.710706204175949E-002;
1.248500000000000E+009;-5.208082497119904E-002;-1.451761182397604E-002;
1.257000000000000E+009;-6.373355537652969E-002;-4.946963116526604E-002;
1.265500000000000E+009;-1.004261225461960E-001;-6.594306230545044E-002;
1.274000000000000E+009;-1.386218816041946E-001;-4.435184597969055E-002;
1.282500000000000E+009;-1.471427232027054E-001;4.830168560147286E-003;
1.291000000000000E+009;-1.011178493499756E-001;4.104837775230408E-002;
1.299500000000000E+009;-5.031283572316170E-002;1.444814540445805E-002;
1.308000000000000E+009;-5.501059442758560E-002;-3.315853327512741E-002;
1.316500000000000E+009;-8.589848875999451E-002;-3.690778836607933E-002;
1.325000000000000E+009;-7.648446410894394E-002;-1.393868401646614E-002;
1.333500000000000E+009;-3.710566833615303E-002;-3.886168822646141E-002;
1.342000000000000E+009;-4.343003779649735E-002;-1.188614293932915E-001;
1.350500000000000E+009;-1.485690921545029E-001;-1.702772527933121E-001;
1.359000000000000E+009;-2.733971476554871E-001;-1.030966341495514E-001;
1.367500000000000E+009;-2.994332015514374E-001;6.038746237754822E-002;
1.376000000000000E+009;-1.697676330804825E-001;1.937955468893051E-001;
1.384500000000000E+009;2.631417848169804E-002;1.549565941095352E-001;
1.393000000000000E+009;9.517864882946014E-002;-1.949974335730076E-002;
1.401500000000000E+009;2.278406359255314E-002;-1.693507432937622E-001;
1.410000000000000E+009;-1.500187516212463E-001;-2.355034202337265E-001;
1.418500000000000E+009;-3.219167590141296E-001;-1.156305670738220E-001;
1.427000000000000E+009;-3.155615925788879E-001;8.922814577817917E-002;
1.435500000000000E+009;-1.562341302633286E-001;1.979856342077255E-001;
1.444000000000000E+009;2.040967531502247E-002;1.347074210643768E-001;
1.452500000000000E+009;5.700478330254555E-002;-3.718095645308495E-002;
1.461000000000000E+009;-4.951896890997887E-002;-1.464752554893494E-001;
1.469500000000000E+009;-1.776886284351349E-001;-1.270346045494080E-001;
1.478000000000000E+009;-2.353539913892746E-001;-4.009551554918289E-002;
1.486500000000000E+009;-2.162631154060364E-001;4.870995134115219E-002;
1.495000000000000E+009;-1.527217179536820E-001;8.755996078252792E-002;
1.503500000000000E+009;-9.309553354978561E-002;7.342627644538879E-002;
1.512000000000000E+009;-6.829782575368881E-002;3.750611841678619E-002;
1.520500000000000E+009;-6.626878678798676E-002;-3.598748473450542E-003;
1.529000000000000E+009;-9.505438804626465E-002;-3.680328279733658E-002;
1.537500000000000E+009;-1.479527354240418E-001;-4.015799611806870E-002;
1.546000000000000E+009;-1.861283183097839E-001;1.427560020238161E-002;
1.554500000000000E+009;-1.607704013586044E-001;7.825266569852829E-002;
1.563000000000000E+009;-9.206616878509522E-002;1.034478694200516E-001;
1.571500000000000E+009;-2.065398357808590E-002;6.131251156330109E-002;
1.580000000000000E+009;-9.092303924262524E-003;-2.685237303376198E-002;
1.588500000000000E+009;-7.603527605533600E-002;-9.218772500753403E-002;
1.597000000000000E+009;-1.593873500823975E-001;-8.071085810661316E-002;
1.605500000000000E+009;-2.131390720605850E-001;-1.280982885509729E-002;
1.614000000000000E+009;-1.956406235694885E-001;7.256969064474106E-002;
1.622500000000000E+009;-1.172366514801979E-001;1.231504455208778E-001;
1.631000000000000E+009;-1.360435225069523E-002;9.031458944082260E-002;
1.639500000000000E+009;2.805252373218536E-002;-2.604361809790134E-002;
1.648000000000000E+009;-4.864641278982163E-002;-1.407977044582367E-001;
1.656500000000000E+009;-1.885134577751160E-001;-1.560596823692322E-001;
1.665000000000000E+009;-3.050469458103180E-001;-5.853004008531570E-002;
1.673500000000000E+009;-3.128865659236908E-001;1.016538664698601E-001;
1.682000000000000E+009;-1.924413293600082E-001;2.264926284551621E-001;
1.690500000000000E+009;-5.006514955312014E-003;2.128350883722305E-001;
1.699000000000000E+009;1.044417396187782E-001;4.793207347393036E-002;
1.707500000000000E+009;3.793647512793541E-002;-1.404118537902832E-001;
1.716000000000000E+009;-1.499750316143036E-001;-2.017914652824402E-001;
1.724500000000000E+009;-3.075235188007355E-001;-1.011317074298859E-001;
1.733000000000000E+009;-3.366585373878479E-001;7.115032523870468E-002;
1.741500000000000E+009;-2.440733015537262E-001;2.072016596794128E-001;
1.750000000000000E+009;-8.148488402366638E-002;2.405944317579269E-001;
1.758500000000000E+009;5.361089482903481E-002;1.471431553363800E-001;
1.767000000000000E+009;7.789808511734009E-002;-1.608300767838955E-002;
1.775500000000000E+009;-2.487039752304554E-002;-1.351950764656067E-001;
1.784000000000000E+009;-1.706673502922058E-001;-1.431175619363785E-001;
1.792500000000000E+009;-2.718757688999176E-001;-5.156881734728813E-002;
1.801000000000000E+009;-2.803174853324890E-001;7.668226957321167E-002;
1.809500000000000E+009;-1.972160786390305E-001;1.695759892463684E-001;
1.818000000000000E+009;-8.110862970352173E-002;1.710738092660904E-001;
1.826500000000000E+009;-6.395117845386267E-003;9.340171515941620E-002;
1.835000000000000E+009;-1.648070104420185E-002;-1.138656586408615E-002;
1.843500000000000E+009;-1.013314947485924E-001;-5.748379603028297E-002;
1.852000000000000E+009;-1.696413308382034E-001;-2.614264003932476E-002;
1.860500000000000E+009;-1.902458518743515E-001;2.801901847124100E-002;
1.869000000000000E+009;-1.738025099039078E-001;6.998067349195480E-002;
1.877500000000000E+009;-1.408233046531677E-001;9.003142267465591E-002;
1.886000000000000E+009;-1.099896430969238E-001;8.162928372621536E-002;
1.894500000000000E+009;-1.000472605228424E-001;5.848405882716179E-002;
1.903000000000000E+009;-1.105103343725205E-001;4.551161080598831E-002;
1.911500000000000E+009;-1.176206544041634E-001;5.395470932126045E-002;
1.920000000000000E+009;-1.013731956481934E-001;5.756711214780808E-002;
1.928500000000000E+009;-8.516342937946320E-002;3.107216767966747E-002;
1.937000000000000E+009;-1.076950579881668E-001;-7.599844131618738E-003;
1.945500000000000E+009;-1.629634946584702E-001;-1.832111924886704E-002;
1.954000000000000E+009;-2.174888849258423E-001;2.695074677467346E-002;
1.962500000000000E+009;-2.154256701469421E-001;1.017036363482475E-001;
1.971000000000000E+009;-1.610391139984131E-001;1.515178233385086E-001;
1.979500000000000E+009;-8.304475992918015E-002;1.425941735506058E-001;
1.988000000000000E+009;-4.700013250112534E-002;7.835274934768677E-002;
1.996500000000000E+009;-7.178473472595215E-002;1.161131635308266E-002;
2.005000000000000E+009;-1.372655928134918E-001;-8.047842420637608E-003;
2.013500000000000E+009;-1.936368197202683E-001;2.116977795958519E-002;
2.022000000000000E+009;-2.152798175811768E-001;8.304116129875183E-002;
2.030500000000000E+009;-1.939305812120438E-001;1.418371051549912E-001;
2.039000000000000E+009;-1.377917230129242E-001;1.780139654874802E-001;
2.047500000000000E+009;-7.290074974298477E-002;1.644680500030518E-001;
2.056000000000000E+009;-3.502169251441956E-002;1.151896491646767E-001;
2.064500000000000E+009;-3.834041208028793E-002;5.560525879263878E-002;
2.073000000000000E+009;-7.951258122920990E-002;1.600042544305325E-002;
2.081500000000000E+009;-1.353513151407242E-001;1.295521389693022E-002;
2.090000000000000E+009;-1.787921637296677E-001;4.538209363818169E-002;
2.098500000000000E+009;-1.941223144531250E-001;9.945718199014664E-002;
2.107000000000000E+009;-1.669797897338867E-001;1.570565700531006E-001;
2.115500000000000E+009;-9.935354441404343E-002;1.775610148906708E-001;
2.124000000000000E+009;-3.800190612673760E-002;1.317032873630524E-001;
2.132500000000000E+009;-4.799311235547066E-002;4.829227551817894E-002;
2.141000000000000E+009;-1.331592649221420E-001;2.594302780926228E-002;
2.149500000000000E+009;-1.830078214406967E-001;9.431654214859009E-002;
2.158000000000000E+009;-1.466015130281448E-001;1.631325483322144E-001;
2.166500000000000E+009;-7.619974762201309E-002;1.639960557222366E-001;
2.175000000000000E+009;-4.793063178658485E-002;1.101820245385170E-001;
2.183500000000000E+009;-7.732696831226349E-002;7.039971649646759E-002;
2.192000000000000E+009;-1.199936866760254E-001;7.832559943199158E-002;
2.200500000000000E+009;-1.281308978796005E-001;1.177001371979713E-001;
2.209000000000000E+009;-9.961784631013870E-002;1.424579471349716E-001;
2.217500000000000E+009;-6.455053389072418E-002;1.336127519607544E-001;
2.226000000000000E+009;-4.543761536478996E-002;1.011544615030289E-001;
2.234500000000000E+009;-6.479735672473908E-002;5.810276046395302E-002;
2.243000000000000E+009;-1.145173087716103E-001;5.175112932920456E-002;
2.251500000000000E+009;-1.487532258033752E-001;8.733567595481873E-002;
2.260000000000000E+009;-1.456013768911362E-001;1.351423561573029E-001;
2.268500000000000E+009;-1.106496825814247E-001;1.676562726497650E-001;
2.277000000000000E+009;-5.957072973251343E-002;1.645836234092712E-001;
2.285500000000000E+009;-2.771919593214989E-002;1.218285635113716E-001;
2.294000000000000E+009;-4.319955036044121E-002;6.860695779323578E-002;
2.302500000000000E+009;-9.660005569458008E-002;4.906966537237167E-002;
2.311000000000000E+009;-1.459634155035019E-001;7.968779653310776E-002;
2.319500000000000E+009;-1.540897190570831E-001;1.375208199024200E-001;
2.328000000000000E+009;-1.160802915692329E-001;1.837476193904877E-001;
2.336500000000000E+009;-5.598602443933487E-002;1.833796948194504E-001;
2.345000000000000E+009;-2.236954309046269E-002;1.367343813180924E-001;
2.353500000000000E+009;-3.926914930343628E-002;8.889722824096680E-002;
2.362000000000000E+009;-8.686354756355286E-002;7.301533967256546E-002;
2.370500000000000E+009;-1.284240782260895E-001;1.072535663843155E-001;
2.379000000000000E+009;-1.228925287723541E-001;1.632187664508820E-001;
2.387500000000000E+009;-7.556479424238205E-002;1.952382773160934E-001;
2.396000000000000E+009;-1.554747857153416E-002;1.815800219774246E-001;
2.404500000000000E+009;1.713521964848042E-002;1.240048557519913E-001;
2.413000000000000E+009;-6.205066107213497E-003;5.548287928104401E-002;
2.421500000000000E+009;-7.757512480020523E-002;2.762594074010849E-002;
2.430000000000000E+009;-1.493549644947052E-001;6.392768770456314E-002;
2.438500000000000E+009;-1.728362590074539E-001;1.447969973087311E-001;
2.447000000000000E+009;-1.299738138914108E-001;2.197302132844925E-001;
2.455500000000000E+009;-4.417290911078453E-002;2.429069578647614E-001;
2.464000000000000E+009;3.299882635474205E-002;1.989546418190002E-001;
2.472500000000000E+009;5.939656868577004E-002;1.131528019905090E-001;
2.481000000000000E+009;1.727689243853092E-002;2.870823256671429E-002;
2.489500000000000E+009;-7.844132184982300E-002;-3.020386444404721E-003;
2.498000000000000E+009;-1.732049435377121E-001;4.569721594452858E-002;
2.506500000000000E+009;-2.096916437149048E-001;1.526058912277222E-001;
2.515000000000000E+009;-1.585604697465897E-001;2.597642838954926E-001;
2.523500000000000E+009;-4.372415319085121E-002;3.047377765178680E-001;
2.532000000000000E+009;7.802096009254456E-002;2.563969790935516E-001;
2.540500000000000E+009;1.327683925628662E-001;1.276267170906067E-001;
2.549000000000000E+009;7.023089379072189E-002;-8.586089126765728E-003;
2.557500000000000E+009;-8.150386810302734E-002;-5.067921057343483E-002;
2.566000000000000E+009;-2.143164724111557E-001;4.154308885335922E-002;
2.574500000000000E+009;-2.316416651010513E-001;1.988813132047653E-001;
2.583000000000000E+009;-1.347639709711075E-001;3.190780282020569E-001;
2.591500000000000E+009;1.512595545500517E-002;3.398324847221375E-001;
2.600000000000000E+009;1.433677673339844E-001;2.555648982524872E-001;
